ensg	entrez	symbol
ENSG00000141098	81577	GFOD2
ENSG00000141510	7157	TP53
ENSG00000141985	6455	SH3GL1
ENSG00000142186	57410	SCYL1
ENSG00000142303	81794	ADAMTS10
ENSG00000143416	8991	SELENBP1
ENSG00000143537	8751	ADAM15
ENSG00000143603	3782	KCNN3
ENSG00000143727	52	ACP1
ENSG00000143970	55252	ASXL2
ENSG00000144580	9125	RQCD1
ENSG00000144591	29926	GMPPA
ENSG00000145022	6988	TCTA
ENSG00000145029	84276	NICN1
ENSG00000145041	9730	VPRBP
ENSG00000145191	8893	EIF2B5
ENSG00000145675	5295	PIK3R1
ENSG00000145743	64839	FBXL17
ENSG00000146205	50636	ANO7
ENSG00000146674	3486	IGFBP3
ENSG00000148498	56288	PARD3
ENSG00000148842	54805	CNNM2
ENSG00000149182	84364	ARFGAP2
ENSG00000149716	220064	ORAOV1
ENSG00000149922	6911	TBX6
ENSG00000149923	5531	PPP4C
ENSG00000149925	226	ALDOA
ENSG00000149926	83723	FAM57B
ENSG00000149927	8448	DOC2A
ENSG00000149929	8479	HIRIP3
ENSG00000149930	9344	TAOK2
ENSG00000149932	124446	TMEM219
ENSG00000151067	775	CACNA1C
ENSG00000151422	2241	FER
ENSG00000152049	23704	KCNE4
ENSG00000152092	460	ASTN1
ENSG00000152104	5784	PTPN14
ENSG00000153250	5937	RBMS1
ENSG00000153815	80790	CMIP
ENSG00000153944	124540	MSI2
ENSG00000155363	4343	MOV10
ENSG00000155366	389	RHOC
ENSG00000155875	158297	FAM154A
ENSG00000155980	3798	KIF5A
ENSG00000156140	9508	ADAMTS3
ENSG00000156218	57188	ADAMTSL3
ENSG00000156222	9154	SLC28A1
ENSG00000157343	221481	ARMC12
ENSG00000157388	776	CACNA1D
ENSG00000157766	176	ACAN
ENSG00000157985	116987	AGAP1
ENSG00000158321	26053	AUTS2
ENSG00000159217	10642	IGF2BP1
ENSG00000159363	23400	ATP13A2
ENSG00000159674	10417	SPON2
ENSG00000159708	55282	LRRC36
ENSG00000159713	51673	TPPP3
ENSG00000159714	29800	ZDHHC1
ENSG00000159753	146206	RLTPR
ENSG00000159792	5681	PSKH1
ENSG00000160161	148113	CILP2
ENSG00000160685	51043	ZBTB7B
ENSG00000160867	2264	FGFR4
ENSG00000161714	113026	PLCD3
ENSG00000161955	8741	TNFSF13
ENSG00000161956	26168	SENP3
ENSG00000161960	1973	EIF4A1
ENSG00000162104	115	ADCY9
ENSG00000162267	3699	ITIH3
ENSG00000162616	11080	DNAJB4
ENSG00000163629	5783	PTPN13
ENSG00000163660	57018	CCNL1
ENSG00000163785	6259	RYK
ENSG00000163933	91869	RFT1
ENSG00000163935	51460	SFMBT1
ENSG00000163938	26354	GNL3
ENSG00000163939	55193	PBRM1
ENSG00000164080	23132	RAD54L2
ENSG00000164081	51368	TEX264
ENSG00000164088	132160	PPM1M
ENSG00000164091	80335	WDR82
ENSG00000164180	153396	TMEM161B
ENSG00000164190	25836	NIPBL
ENSG00000164867	4846	NOS3
ENSG00000165030	4783	NFIL3
ENSG00000165118	84267	C9orf64
ENSG00000165119	3190	HNRNPK
ENSG00000165219	26130	GAPVD1
ENSG00000165661	169714	QSOX2
ENSG00000165671	64324	NSD1
ENSG00000166024	27291	R3HCC1L
ENSG00000166275	119032	C10orf32
ENSG00000166716	9640	ZNF592
ENSG00000166949	4088	SMAD3
ENSG00000167085	5245	PHB
ENSG00000167194	146378	C16orf92
ENSG00000167261	64174	DPEP2
ENSG00000167264	54920	DUS2
ENSG00000167397	79001	VKORC1
ENSG00000167491	54815	GATAD2A
ENSG00000167535	784	CACNB3
ENSG00000167588	2819	GPD1
ENSG00000167971	57524	CASKIN1
ENSG00000168038	54986	ULK4
ENSG00000168237	132158	GLYCTK
ENSG00000168268	64943	NT5DC2
ENSG00000168273	440957	SMIM4
ENSG00000168517	124790	HEXIM2
ENSG00000168676	146212	KCTD19
ENSG00000168944	153241	CEP120
ENSG00000168970	8681	JMJD7-PLA2G4B
ENSG00000169230	27166	PRELID1
ENSG00000169371	10073	SNUPN
ENSG00000169592	283899	INO80E
ENSG00000169604	84168	ANTXR1
ENSG00000169836	6870	TACR3
ENSG00000170178	3238	HOXD12
ENSG00000170703	284076	TTLL6
ENSG00000170727	23246	BOP1
ENSG00000170786	195814	SDR16C5
ENSG00000170860	27258	LSM3
ENSG00000170876	79188	TMEM43
ENSG00000170959	341019	DCDC1
ENSG00000171105	3643	INSR
ENSG00000171132	5581	PRKCE
ENSG00000171604	51523	CXXC5
ENSG00000171621	80176	SPSB1
ENSG00000172037	3913	LAMB2
ENSG00000172046	10869	USP19
ENSG00000172053	5859	QARS
ENSG00000172260	257194	NEGR1
ENSG00000172500	9158	FIBP
ENSG00000172543	1521	CTSW
ENSG00000172572	5139	PDE3A
ENSG00000172757	1072	CFL1
ENSG00000172803	254122	SNX32
ENSG00000172992	79877	DCAKD
ENSG00000173145	64318	NOC3L
ENSG00000173156	29984	RHOD
ENSG00000173366	54106	TLR9
ENSG00000173402	1605	DAG1
ENSG00000173517	79834	PEAK1
ENSG00000173540	29925	GMPPB
ENSG00000173599	5091	PC
ENSG00000173715	79703	C11orf80
ENSG00000173868	162466	PHOSPHO1
ENSG00000173898	6712	SPTBN2
ENSG00000173933	5936	RBM4
ENSG00000173992	9973	CCS
ENSG00000174080	8722	CTSF
ENSG00000174197	23269	MGA
ENSG00000174579	55167	MSL2
ENSG00000174939	253982	ASPHD1
ENSG00000174943	253980	KCTD13
ENSG00000175592	8061	FOSL1
ENSG00000175866	10458	BAIAP2
ENSG00000176020	386724	AMIGO3
ENSG00000176124	10301	DLEU1
ENSG00000176371	54993	ZSCAN2
ENSG00000177082	84942	WDR73
ENSG00000177380	8541	PPFIA3
ENSG00000177479	10425	ARIH2
ENSG00000177932	30832	ZNF354C
ENSG00000178035	3615	IMPDH2
ENSG00000178093	83983	TSSK6
ENSG00000178149	55152	DALRD3
ENSG00000178252	11180	WDR6
ENSG00000178467	54681	P4HTM
ENSG00000178537	788	SLC25A20
ENSG00000178568	2066	ERBB4
ENSG00000178882	144347	FAM101A
ENSG00000178966	80010	RMI1
ENSG00000179195	144348	ZNF664
ENSG00000179546	3352	HTR1D
ENSG00000179965	51333	ZNF771
ENSG00000181019	1728	NQO1
ENSG00000181513	79777	ACBD4
ENSG00000181690	5324	PLAG1
ENSG00000182158	64764	CREB3L2
ENSG00000182329	100652824	AC079354.1
ENSG00000182541	3985	LIMK2
ENSG00000182752	5069	PAPPA
ENSG00000182771	2894	GRID1
ENSG00000182985	23705	CADM1
ENSG00000183023	6546	SLC8A1
ENSG00000183117	64478	CSMD1
ENSG00000183655	64410	KLHL25
ENSG00000183682	353500	BMP8A
ENSG00000183873	6331	SCN5A
ENSG00000184270	317772	HIST2H2AB
ENSG00000184347	6586	SLIT3
ENSG00000184389	127550	A3GALT2
ENSG00000185008	6092	ROBO2
ENSG00000185920	5727	PTCH1
ENSG00000185958	121006	FAM186A
ENSG00000185963	23299	BICD2
ENSG00000186010	51079	NDUFA13
ENSG00000186792	8372	HYAL3
ENSG00000187166	341567	H1FNT
ENSG00000187492	389118	CDHR4
ENSG00000187664	404037	HAPLN4
ENSG00000187772	389421	LIN28B
ENSG00000188211	374383	NCR3LG1
ENSG00000188312	401541	CENPP
ENSG00000188649	387707	CC2D2B
ENSG00000189292	285016	FAM150B
ENSG00000196141	26010	SPATS2L
ENSG00000196284	8464	SUPT3H
ENSG00000196305	3376	IARS
ENSG00000196660	55532	SLC30A10
ENSG00000196821	64771	C6orf106
ENSG00000196961	160	AP2A1
ENSG00000197415	79674	VEPH1
ENSG00000197696	4828	NMB
ENSG00000197724	5253	PHF2
ENSG00000198000	55035	NOL8
ENSG00000198087	23607	CD2AP
ENSG00000198218	54870	QRICH1
ENSG00000198231	11325	DDX42
ENSG00000198597	9745	ZNF536
ENSG00000198610	1109	AKR1C4
ENSG00000198740	22834	ZNF652
ENSG00000198865	100129792	CCDC152
ENSG00000198876	25853	DCAF12
ENSG00000198945	84456	L3MBTL3
ENSG00000203760	387103	CENPW
ENSG00000204217	659	BMPR2
ENSG00000204414	1444	CSHL1
ENSG00000206053	90861	HN1L
ENSG00000213218	1443	CSH2
ENSG00000213347	83463	MXD3
ENSG00000213996	53345	TM6SF2
ENSG00000214435	57412	AS3MT
ENSG00000215474	652991	SKOR2
ENSG00000221883	646450	ARIH2OS
ENSG00000221916	55150	C19orf73
ENSG00000231672	729582	DIRC3
ENSG00000239697	8742	TNFSF12
ENSG00000239732	54106	TLR9
ENSG00000243708	100137049	PLA2G4B
ENSG00000244486	91179	SCARF2
ENSG00000248643	100526737	RBM14-RBM4
ENSG00000248871	407977	TNFSF12-TNFSF13
ENSG00000250067	374887	YJEFN3
ENSG00000250722	6414	SEPP1
ENSG00000257921	NA	RP11-571M6.15
ENSG00000258674	NA	CTC-260F20.3
ENSG00000262039	NA	RP11-81K2.1
ENSG00000266173	92335	STRADA
ENSG00000269529	NA	AC140061.12
ENSG00000269920	NA	RP11-690P14.4
ENSG00000270316	100528007	C10orf32-ASMT
ENSG00000270800	100529239	RPS10-NUDT3
ENSG00000271810	NA	RP11-426L16.10
ENSG00000272305	NA	RP11-894J14.5
ENSG00000272325	11165	NUDT3
ENSG00000002330	572	BAD
ENSG00000006042	26022	TMEM98
ENSG00000008300	1951	CELSR3
ENSG00000012660	60481	ELOVL5
ENSG00000048405	168850	ZNF800
ENSG00000055147	10827	FAM114A2
ENSG00000058063	23200	ATP11B
ENSG00000058668	493	ATP2B4
ENSG00000061273	51564	HDAC7
ENSG00000070540	55062	WIPI1
ENSG00000082898	7514	XPO1
ENSG00000085117	3732	CD82
ENSG00000087074	23645	PPP1R15A
ENSG00000091009	54439	RBM27
ENSG00000092036	54930	HAUS4
ENSG00000095321	1384	CRAT
ENSG00000099203	11018	TMED1
ENSG00000100219	7494	XBP1
ENSG00000100461	55147	RBM23
ENSG00000100462	10419	PRMT5
ENSG00000100802	60686	C14orf93
ENSG00000104643	66036	MTMR9
ENSG00000105974	857	CAV1
ENSG00000110395	867	CBL
ENSG00000110906	83892	KCTD10
ENSG00000114268	5210	PFKFB4
ENSG00000115464	9736	USP34
ENSG00000116017	1820	ARID3A
ENSG00000116198	9731	CEP104
ENSG00000119383	5524	PPP2R4
ENSG00000122642	11328	FKBP9
ENSG00000129354	10053	AP1M2
ENSG00000129355	1032	CDKN2D
ENSG00000129474	84962	AJUBA
ENSG00000129673	15	AANAT
ENSG00000130158	57572	DOCK6
ENSG00000130764	57470	LRRC47
ENSG00000133315	28992	MACROD1
ENSG00000133742	759	CA1
ENSG00000140319	6727	SRP14
ENSG00000141316	124912	SPACA3
ENSG00000141568	3607	FOXK2
ENSG00000145506	85409	NKD2
ENSG00000149743	83707	TRPT1
ENSG00000149781	83706	FERMT3
ENSG00000151148	89910	UBE3B
ENSG00000151881	64417	C5orf28
ENSG00000152684	53918	PELO
ENSG00000153230	343170	OR14K1
ENSG00000154319	83648	FAM167A
ENSG00000159873	150275	CCDC117
ENSG00000161570	6352	CCL5
ENSG00000161572	57151	LYZL6
ENSG00000162592	148870	CCDC27
ENSG00000162927	150962	PUS10
ENSG00000162929	84542	KIAA1841
ENSG00000163714	23350	U2SURP
ENSG00000164879	761	CA3
ENSG00000165066	157848	NKX6-3
ENSG00000168071	283234	CCDC88B
ENSG00000168439	10963	STIP1
ENSG00000169214	343169	OR6F1
ENSG00000169598	1677	DFFB
ENSG00000170866	11026	LILRA3
ENSG00000172350	64137	ABCG4
ENSG00000172660	8148	TAF15
ENSG00000173209	130872	AHSA2
ENSG00000173264	56834	GPR137
ENSG00000173457	26472	PPP1R14B
ENSG00000173486	2286	FKBP2
ENSG00000175931	63893	UBE2O
ENSG00000176009	56676	ASCL3
ENSG00000176170	8877	SPHK1
ENSG00000176658	4642	MYO1D
ENSG00000176732	375189	PFN4
ENSG00000177352	64925	CCDC71
ENSG00000179912	22864	R3HDM2
ENSG00000180537	221687	RNF182
ENSG00000180739	53637	S1PR5
ENSG00000186400	128367	OR10X1
ENSG00000186440	128366	OR6P1
ENSG00000187764	10507	SEMA4D
ENSG00000188483	389792	IER5L
ENSG00000196171	81448	OR6K2
ENSG00000196772	284532	OR14A16
ENSG00000197256	25959	KANK2
ENSG00000197361	283807	FBXL22
ENSG00000197532	391112	OR6Y1
ENSG00000197591	391189	OR11L1
ENSG00000197595	400165	C13orf35
ENSG00000197753	222662	LHFPL5
ENSG00000198604	11177	BAZ1A
ENSG00000198965	343406	OR10R2
ENSG00000203757	391114	OR6K3
ENSG00000213672	51517	NCKIPSD
ENSG00000213949	3672	ITGA1
ENSG00000221888	26188	OR1C1
ENSG00000225697	65010	SLC26A6
ENSG00000233276	2876	GPX1
ENSG00000237651	339804	C2orf74
ENSG00000241128	388761	OR14A2
ENSG00000258830	NA	RP11-123K3.4
ENSG00000259132	NA	RP11-298I3.5
ENSG00000268192	NA	AP002956.1
ENSG00000001631	889	KRIT1
ENSG00000007341	54879	ST7L
ENSG00000010818	3097	HIVEP2
ENSG00000011028	9902	MRC2
ENSG00000011454	23637	RABGAP1
ENSG00000020633	864	RUNX3
ENSG00000047849	4134	MAP4
ENSG00000047932	57120	GOPC
ENSG00000056586	54542	RC3H2
ENSG00000058085	3918	LAMC2
ENSG00000065054	9351	SLC9A3R2
ENSG00000066056	7075	TIE1
ENSG00000067533	51018	RRP15
ENSG00000067836	79641	ROGDI
ENSG00000073670	4185	ADAM11
ENSG00000075539	285527	FRYL
ENSG00000090905	27327	TNRC6A
ENSG00000091831	2099	ESR1
ENSG00000092439	54822	TRPM7
ENSG00000104499	2765	GML
ENSG00000104635	23516	SLC39A14
ENSG00000106049	11112	HIBADH
ENSG00000107960	79991	OBFC1
ENSG00000108669	9267	CYTH1
ENSG00000108963	1801	DPH1
ENSG00000109180	54940	OCIAD1
ENSG00000109182	80157	CWH43
ENSG00000109184	23142	DCUN1D4
ENSG00000109805	64151	NCAPG
ENSG00000111077	23371	TENC1
ENSG00000112541	10846	PDE10A
ENSG00000114019	51421	AMOTL2
ENSG00000114646	10675	CSPG5
ENSG00000118900	29855	UBN1
ENSG00000121068	6909	TBX2
ENSG00000124126	57580	PREX1
ENSG00000124198	10564	ARFGEF2
ENSG00000124214	6780	STAU1
ENSG00000129245	9513	FXR2
ENSG00000130177	8881	CDC16
ENSG00000132153	22907	DHX30
ENSG00000132603	51388	NIP7
ENSG00000132604	7014	TERF2
ENSG00000132612	27183	VPS4A
ENSG00000134569	4038	LRP4
ENSG00000135862	3915	LAMC1
ENSG00000136478	55852	TEX2
ENSG00000136999	4856	NOV
ENSG00000138380	79800	CARF
ENSG00000138442	55759	WDR12
ENSG00000138675	2250	FGF5
ENSG00000138821	64116	SLC39A8
ENSG00000139514	6541	SLC7A1
ENSG00000140459	1583	CYP11A1
ENSG00000140481	80125	CCDC33
ENSG00000140632	84656	GLYR1
ENSG00000141076	84916	CIRH1A
ENSG00000142611	63976	PRDM16
ENSG00000143816	7483	WNT9A
ENSG00000146215	401262	CRIP3
ENSG00000146872	11011	TLK2
ENSG00000148843	22984	PDCD11
ENSG00000149177	5795	PTPRJ
ENSG00000149179	79096	C11orf49
ENSG00000149187	10658	CELF1
ENSG00000149346	128710	SLX4IP
ENSG00000151292	1456	CSNK1G3
ENSG00000151612	152485	ZNF827
ENSG00000152128	81615	TMEM163
ENSG00000152217	26040	SETBP1
ENSG00000153774	10428	CFDP1
ENSG00000154342	89780	WNT3A
ENSG00000156599	25921	ZDHHC5
ENSG00000156603	219541	MED19
ENSG00000157613	90993	CREB3L1
ENSG00000159199	516	ATP5G1
ENSG00000159202	65264	UBE2Z
ENSG00000159210	11267	SNF8
ENSG00000159224	2695	GIP
ENSG00000159479	112950	MED8
ENSG00000159640	1636	ACE
ENSG00000160882	1584	CYP11B1
ENSG00000162413	9903	KLHL21
ENSG00000163069	6443	SGCB
ENSG00000163596	130026	ICA1L
ENSG00000163904	59343	SENP2
ENSG00000164045	993	CDC25A
ENSG00000164465	285761	DCBLD1
ENSG00000165209	55342	STRBP
ENSG00000165912	29763	PACSIN3
ENSG00000166147	2200	FBN1
ENSG00000166689	144100	PLEKHA7
ENSG00000166822	124491	TMEM170A
ENSG00000167244	3481	IGF2
ENSG00000168036	1499	CTNNB1
ENSG00000168807	6645	SNTB2
ENSG00000169126	55130	ARMC4
ENSG00000170759	3799	KIF5B
ENSG00000171448	57684	ZBTB26
ENSG00000173473	6599	SMARCC1
ENSG00000174891	51319	RSRC1
ENSG00000175216	9793	CKAP5
ENSG00000175220	392	ARHGAP1
ENSG00000178177	254251	LCORL
ENSG00000178997	161829	EXD1
ENSG00000179142	1585	CYP11B2
ENSG00000181495	NA	AC026703.1
ENSG00000181915	84890	ADO
ENSG00000181961	81327	OR4A16
ENSG00000182223	326340	ZAR1
ENSG00000182963	10052	GJC1
ENSG00000184640	10801	SEPT9
ENSG00000186834	10614	HEXIM1
ENSG00000187446	11261	CHP1
ENSG00000197616	4624	MYH6
ENSG00000197879	4641	MYO1C
ENSG00000198198	23334	SZT2
ENSG00000198561	1500	CTNND1
ENSG00000213380	84342	COG8
ENSG00000213593	51075	TMX2
ENSG00000214026	6150	MRPL23
ENSG00000233436	643376	BTBD18
ENSG00000243156	57553	MICAL3
ENSG00000254462	100528016	TMX2-CTNND1
ENSG00000254732	NA	RP11-691N7.6
ENSG00000258429	64146	PDF
ENSG00000259900	NA	RP11-343C2.7
ENSG00000260371	NA	RP11-343C2.9
ENSG00000260914	NA	RP11-343C2.11
ENSG00000261717	NA	RP11-77K12.1
ENSG00000264813	1636	ACE
ENSG00000272617	84342	RP11-343C2.12
ENSG00000001617	6405	SEMA3F
ENSG00000003756	10181	RBM5
ENSG00000004534	10180	RBM6
ENSG00000004939	6521	SLC4A1
ENSG00000005020	8935	SKAP2
ENSG00000007968	1870	E2F2
ENSG00000008382	84954	MPND
ENSG00000009950	51085	MLXIPL
ENSG00000009954	9031	BAZ1B
ENSG00000011485	5536	PPP5C
ENSG00000012048	672	BRCA1
ENSG00000025434	10062	NR1H3
ENSG00000026036	100533107	RTEL1-TNFRSF6B
ENSG00000028277	5452	POU2F2
ENSG00000028528	6642	SNX1
ENSG00000029534	286	ANK1
ENSG00000030066	23279	NUP160
ENSG00000047662	27146	FAM184B
ENSG00000048462	608	TNFRSF17
ENSG00000048471	92017	SNX29
ENSG00000051825	10198	MPHOSPH9
ENSG00000054356	5798	PTPRN
ENSG00000055955	3700	ITIH4
ENSG00000063978	6047	RNF4
ENSG00000064687	10347	ABCA7
ENSG00000065361	2065	ERBB3
ENSG00000066336	6688	SPI1
ENSG00000066923	10734	STAG3
ENSG00000067560	387	RHOA
ENSG00000068079	3430	IFI35
ENSG00000069020	375449	MAST4
ENSG00000077549	832	CAPZB
ENSG00000078328	54715	RBFOX1
ENSG00000079432	23152	CIC
ENSG00000079462	5050	PAFAH1B3
ENSG00000080823	5891	MOK
ENSG00000081377	8555	CDC14B
ENSG00000082781	3693	ITGB5
ENSG00000083544	81550	TDRD3
ENSG00000084090	56910	STARD7
ENSG00000086205	2346	FOLH1
ENSG00000087460	2778	GNAS
ENSG00000088305	1789	DNMT3B
ENSG00000088325	22974	TPX2
ENSG00000088766	54675	CRLS1
ENSG00000089094	84678	KDM2B
ENSG00000089195	51605	TRMT6
ENSG00000089639	51291	GMIP
ENSG00000090339	3383	ICAM1
ENSG00000090621	8761	PABPC4
ENSG00000091583	350	APOH
ENSG00000093167	9209	LRRFIP2
ENSG00000094916	23468	CBX5
ENSG00000096060	2289	FKBP5
ENSG00000096395	4295	MLN
ENSG00000099365	112755	STX1B
ENSG00000099385	9274	BCL7C
ENSG00000100012	266629	SEC14L3
ENSG00000100100	113791	PIK3IP1
ENSG00000100147	79879	CCDC134
ENSG00000100162	79019	CENPM
ENSG00000100209	150274	HSCB
ENSG00000100211	25776	CBY1
ENSG00000100216	56993	TOMM22
ENSG00000100226	9567	GTPBP1
ENSG00000100242	25777	SUN2
ENSG00000100298	164668	APOBEC3H
ENSG00000100321	9145	SYNGR1
ENSG00000100325	84164	ASCC2
ENSG00000100330	8897	MTMR3
ENSG00000100385	3560	IL2RB
ENSG00000100401	5905	RANGAP1
ENSG00000100403	23264	ZC3H7B
ENSG00000100410	84844	PHF5A
ENSG00000100412	50	ACO2
ENSG00000100413	171568	POLR3H
ENSG00000100599	79890	RIN3
ENSG00000100813	22985	ACIN1
ENSG00000101057	4605	MYBL2
ENSG00000101144	655	BMP7
ENSG00000101187	28231	SLCO4A1
ENSG00000101191	11083	DIDO1
ENSG00000101367	22919	MAPRE1
ENSG00000103342	2935	GSPT1
ENSG00000103479	5934	RBL2
ENSG00000103496	6810	STX4
ENSG00000103510	84148	KAT8
ENSG00000103671	9325	TRIP4
ENSG00000103742	57722	IGDCC4
ENSG00000103769	8766	RAB11A
ENSG00000104626	90459	ERI1
ENSG00000104756	54793	KCTD9
ENSG00000104765	665	BNIP3L
ENSG00000104812	2997	GYS1
ENSG00000105429	1954	MEGF8
ENSG00000105722	2077	ERF
ENSG00000105778	23080	AVL9
ENSG00000106638	26608	TBL2
ENSG00000106804	727	C5
ENSG00000108312	7343	UBTF
ENSG00000108406	79665	DHX40
ENSG00000108561	708	C1QBP
ENSG00000108774	5878	RAB5C
ENSG00000108828	10493	VAT1
ENSG00000108830	8153	RND2
ENSG00000109452	8821	INPP4B
ENSG00000109758	3083	HGFAC
ENSG00000109787	51274	KLF3
ENSG00000109920	23360	FNBP4
ENSG00000110514	8567	MADD
ENSG00000110921	4598	MVK
ENSG00000111328	8099	CDK2AP1
ENSG00000111361	1967	EIF2B1
ENSG00000111364	57696	DDX55
ENSG00000111481	22818	COPZ1
ENSG00000111540	5869	RAB5B
ENSG00000111913	9750	FAM65B
ENSG00000112576	896	CCND3
ENSG00000112578	705	BYSL
ENSG00000114166	8850	KAT2B
ENSG00000114316	7375	USP4
ENSG00000114349	2779	GNAT1
ENSG00000115194	7781	SLC30A3
ENSG00000115649	27013	CNPPD1
ENSG00000115657	10058	ABCB6
ENSG00000115806	26003	GORASP2
ENSG00000116704	23169	SLC35D1
ENSG00000117616	57035	C1orf63
ENSG00000117748	6118	RPA2
ENSG00000118363	9789	SPCS2
ENSG00000118705	6185	RPN2
ENSG00000119396	51552	RAB14
ENSG00000119397	11064	CNTRL
ENSG00000119403	26147	PHF19
ENSG00000119689	1743	DLST
ENSG00000119772	1788	DNMT3A
ENSG00000120029	79591	C10orf76
ENSG00000121542	26984	SEC22A
ENSG00000122507	27241	BBS9
ENSG00000123405	4778	NFE2
ENSG00000124203	128611	ZNF831
ENSG00000124593	29964	PRICKLE4
ENSG00000124641	9477	MED20
ENSG00000124827	9247	GCM2
ENSG00000124920	745	MYRF
ENSG00000125207	9271	PIWIL1
ENSG00000125386	8603	FAM193A
ENSG00000125872	164312	LRRN4
ENSG00000126653	84081	NSRP1
ENSG00000127663	23030	KDM4B
ENSG00000127824	7277	TUBA4A
ENSG00000127838	25953	PNKD
ENSG00000128829	440275	EIF2AK4
ENSG00000129167	7166	TPH1
ENSG00000129197	84268	RPAIN
ENSG00000129226	968	CD68
ENSG00000130338	56995	TULP4
ENSG00000130589	85441	HELZ2
ENSG00000130775	9473	THEMIS2
ENSG00000130921	91574	C12orf65
ENSG00000130939	10277	UBE4B
ENSG00000130950	54754	NUTM2F
ENSG00000130958	11046	SLC35D2
ENSG00000131196	4772	NFATC1
ENSG00000131469	6155	RPL27
ENSG00000131653	84231	TRAF7
ENSG00000132437	1644	DDC
ENSG00000132749	9633	MTL5
ENSG00000133065	254428	SLC41A1
ENSG00000133247	84787	SUV420H2
ENSG00000133265	23640	HSPBP1
ENSG00000133704	10526	IPO8
ENSG00000134571	4607	MYBPC3
ENSG00000134574	1643	DDB2
ENSG00000134575	53	ACP2
ENSG00000134802	29015	SLC43A3
ENSG00000134864	87769	GGACT
ENSG00000134954	2113	ETS1
ENSG00000134986	9315	NREP
ENSG00000135218	948	CD36
ENSG00000135407	10677	AVIL
ENSG00000135486	3178	HNRNPA1
ENSG00000135823	10228	STX6
ENSG00000135956	55654	TMEM127
ENSG00000136378	11173	ADAMTS7
ENSG00000137076	7094	TLN1
ENSG00000137218	10817	FRS3
ENSG00000137822	27229	TUBGCP4
ENSG00000138185	953	ENTPD1
ENSG00000138621	60490	PPCDC
ENSG00000138678	84803	AGPAT9
ENSG00000138777	27068	PPA2
ENSG00000139428	326625	MMAB
ENSG00000139531	6821	SUOX
ENSG00000139625	7786	MAP3K12
ENSG00000140153	91833	WDR20
ENSG00000140474	25989	ULK3
ENSG00000140497	10066	SCAMP2
ENSG00000140678	3687	ITGAX
ENSG00000140688	64755	C16orf58
ENSG00000141367	1213	CLTC
ENSG00000141378	51651	PTRH2
ENSG00000141504	112483	SAT2
ENSG00000143398	8394	PIP5K1A
ENSG00000143578	148327	CREB3L4
ENSG00000143641	2590	GALNT2
ENSG00000143702	9859	CEP170
ENSG00000143919	79823	CAMKMT
ENSG00000143971	54465	ETAA1
ENSG00000144028	23020	SNRNP200
ENSG00000144524	64708	COPS7B
ENSG00000144567	79137	FAM134A
ENSG00000145020	275	AMT
ENSG00000145431	56034	PDGFC
ENSG00000145604	6502	SKP2
ENSG00000146232	4794	NFKBIE
ENSG00000146535	2768	GNA12
ENSG00000146828	56996	SLC12A9
ENSG00000146966	27147	DENND2A
ENSG00000147324	9258	MFHAS1
ENSG00000147459	80005	DOCK5
ENSG00000147853	50808	AK3
ENSG00000148110	84641	HIATL1
ENSG00000148219	23245	ASTN2
ENSG00000150867	5305	PIP4K2A
ENSG00000150977	196383	RILPL2
ENSG00000151702	2313	FLI1
ENSG00000152253	57405	SPC25
ENSG00000152763	79819	WDR78
ENSG00000153157	221711	SYCP2L
ENSG00000153246	22925	PLA2R1
ENSG00000153814	221895	JAZF1
ENSG00000154328	252969	NEIL2
ENSG00000155393	55027	HEATR3
ENSG00000156050	145483	FAM161B
ENSG00000156886	3681	ITGAD
ENSG00000156973	5147	PDE6D
ENSG00000157216	23648	SSBP3
ENSG00000158552	130617	ZFAND2B
ENSG00000158864	4720	NDUFS2
ENSG00000159840	7791	ZYX
ENSG00000160469	84446	BRSK1
ENSG00000160551	57551	TAOK1
ENSG00000160570	162989	DEDD2
ENSG00000160703	79671	NLRX1
ENSG00000160844	352954	GATS
ENSG00000160862	563	AZGP1
ENSG00000161179	150223	YDJC
ENSG00000161682	284069	FAM171A2
ENSG00000161904	221496	LEMD2
ENSG00000162378	79699	ZYG11B
ENSG00000163050	56997	ADCK3
ENSG00000163072	115677	NOSTRIN
ENSG00000163312	113510	HELQ
ENSG00000163319	51023	MRPS18C
ENSG00000163322	84142	FAM175A
ENSG00000163354	127579	DCST2
ENSG00000163357	149095	DCST1
ENSG00000163516	55139	ANKZF1
ENSG00000163521	79411	GLB1L
ENSG00000163793	285126	DNAJC5G
ENSG00000164061	8927	BSN
ENSG00000164062	327	APEH
ENSG00000164068	63891	RNF123
ENSG00000164076	79012	CAMKV
ENSG00000164077	84315	MON1A
ENSG00000164078	4486	MST1R
ENSG00000164142	729830	FAM160A1
ENSG00000164330	1879	EBF1
ENSG00000164362	7015	TERT
ENSG00000164663	25862	USP49
ENSG00000164733	1508	CTSB
ENSG00000165406	220972	MARCH8
ENSG00000165476	221035	REEP3
ENSG00000165915	91252	SLC39A13
ENSG00000165916	5702	PSMC3
ENSG00000165917	5913	RAPSN
ENSG00000165923	79841	AGBL2
ENSG00000166225	10818	FRS2
ENSG00000166924	222950	NYAP1
ENSG00000166965	91433	RCCD1
ENSG00000167074	7008	TEF
ENSG00000167077	150365	MEI1
ENSG00000167363	64122	FN3K
ENSG00000167394	79759	ZNF668
ENSG00000167395	9726	ZNF646
